Comment,Time
"I know one of those judges ABSOLUTELY DOES NOT BELONG it’s almost like where’s Waldo….Right??? 'Bret Cavanaugh ''The question:  what’s a woman?  The birthing humans that walk amongst this earth,  the carriers of New life, givers of the next generation. As we know it to be to this day on Earth.  Woman!  Simply to the point and 💯 truth.",2022-03-24T22:22:51Z
Tha Daily Wire should be called The Daily Fascism.,2022-03-24T22:22:39Z
"graham is a clown. he hates trump. he loves trump. hes never going to deal with trump again after jan 6th. he is dealing with trump. He lies non stop like trump. He has no opinion, just whatever words might get him what he wants.",2022-03-24T22:22:04Z
I am a woman as I say I am a woman.,2022-03-24T22:21:51Z
"damn David is good, this was a discourse masterclass",2022-03-24T22:21:09Z
Is there a God? Is Jesus His Son? Is Muhamad a prophet? Have you stopped beating your spouse? What defines a man or a woman? What qualifies as life? Some examples of questions you should not be asked when applying for any job (except for clergy) be it a janitor or supreme court   justice. This coming from a retired janitor.,2022-03-24T22:21:04Z
That guy is an idiot. Not all of the Justices can tell you the five things the first amendment guarantees under the Constitution.,2022-03-24T22:20:35Z
Who says we can't define what is a woman? Did we erase the dictionary? lol,2022-03-24T22:20:35Z
those people are stupid and deplorable.... there's no one sleepin'!!!,2022-03-24T22:20:05Z
"Btw, she's not a politician...",2022-03-24T22:20:04Z
"Pretty clearly, Pakman lost the debate!",2022-03-24T22:19:55Z
David actually said their is no legal definition of a women what a 🤡 😂 Their absolutely is the legal definition is an adult female human. The left really has gone completely crazy.,2022-03-24T22:19:38Z
"“I don’t don’t do definitions,I do politics” was an incredible cop out at the end. What an interesting way to say “we all know what a woman is but I’m not gonna say it. We also all know that the progressive position on this issue is bullshit and I won’t make myself look like a fool trying to defend it.”",2022-03-24T22:19:31Z
Bravo David!! Most excellent!!!,2022-03-24T22:18:56Z
The Republicans are using the hearing to add more gasoline on their culture wars. It’s all they have at this point to run on. And they know their base loves to just jump on anything to get outraged.,2022-03-24T22:18:37Z
"Michael: She asked for the legal, philosophical definition'David: No she didn't. She didn't ask for the legal or philosophical. 'Michael: I never said that. 'David: Yes you did. 'Michael: No I didn't. 'David: I encourage the listeners to rewind. ''And I did. And Michael is a tool.",2022-03-24T22:17:42Z
"David, sir, you freakin' rock!!",2022-03-24T22:16:33Z
"Ah yes, the classic bad-faith right wing rhetorical trap of defining the terms of discussion. That's the second trap they teach you at the College of Hostaged Uteruses and Dogwhistling (CHUD), right after pattern recognition.",2022-03-24T22:16:31Z
You need your head examined if you feel threatened by any of David’s political views. Dude is as laid back and even keeled as there is in the political media space,2022-03-24T22:16:16Z
Leave it to affirmative action to select the next Supreme Court justice.,2022-03-24T22:15:47Z
Not one of the people who claims it should be trivially simple to define 'woman' have done so.,2022-03-24T22:15:45Z
Mr Pakman you are full of crap'A man has a penis and a woman has a vagina,2022-03-24T22:15:39Z
"Hot Take: I actually don’t think that DPak came off looking great here. He seemed super condescending and was pretty aggressive. Look, I love the pakman and he can run circles around this other dude. But I could see how a politically center person might view this as “smug liberal talks down to calm, smiling conservative.”",2022-03-24T22:15:24Z
"Why does the right go to the gender question every time?  You don't have to be a meteorologist to know its raining is true. But a meteorologist knows more than its raining. Its like Trump blaming the weather for climate change. I don't have to be a carpenter to use a hammer. A carpenter needs to know more than that . Or a plumber to turn on a tap. A plumber needs to know more than that. The definition of a women is not just NOT BEING A MAN , its much more complicated.   The Republican Party is the party of fear. The far right plays the fear card all the time. They are the party or media of fearmongers. Gender is something they don't understand because their interpretation or definition is shrouded  in male privilege..",2022-03-24T22:14:49Z
There hasn’t been an ounce of substance in this cross examining circus the right is putting on.  Talk about wasting taxpayers money.,2022-03-24T22:14:24Z
This was great. Well done packman. You called him out on many different BS talking points.,2022-03-24T22:14:17Z
Leave it to affirmative action to select the next Supreme Court justice.,2022-03-24T22:14:09Z
You should have asked him to define socialism.   😂,2022-03-24T22:14:01Z
His vacuous bemused grin he affected was the height of annoying and I think is purposely designed to insult and anger who he is speaking with trying to goad them into saying something he can glom onto.,2022-03-24T22:13:44Z
"How many times does David have to tell him the same thing, geez.  In one ear out the other.",2022-03-24T22:13:33Z
That host looks like such a square and what an annoying smile.,2022-03-24T22:13:29Z
Well Done David. 😁,2022-03-24T22:12:53Z
I admire David's ability to be absolutely polite and civil all the while strongly disagreeing and exposing his opponents' bad faith,2022-03-24T22:12:03Z
"I know it wasn't a long interview, but still a waste of time. Why does he want to spend every single second of the time playing word games barely worthy of a dorm room philosopher?",2022-03-24T22:11:56Z
Nicely done David,2022-03-24T22:11:42Z
Without knowing clear definitions of words how does David engage in any conversations at all?'Pretty important aspect I'd say....,2022-03-24T22:10:48Z
👍,2022-03-24T22:10:32Z
So happy to see this. My boy David destroyed Michael's shit-eating grin 🤣,2022-03-24T22:10:28Z
“Now that we’re speaking man to man”…….. even though I can’t define what that means.,2022-03-24T22:09:53Z
"Once again, a fine example of a few white privileged men with the exception of Linda Graham who will not tolerate a African American woman appointed to the highest court in the land, they're going to be so in need of emotional  counseling when Judge Jackson is appointed....",2022-03-24T22:09:22Z
"'Woman, a person who is not a man'.  How arrogant and condescending.  Just had to be subversive.  Has this guy ever read the constitution that states sex is not determinative, so why ask the question, that is in itself unconstitutionall?  Good job David, as usual.",2022-03-24T22:08:50Z
"Yay!! David! I dislike that guy so much. He literally, attacks the other side on debates but you went in on him before he even got the chance with facts.",2022-03-24T22:08:35Z
